n,b,qasm
3,"[1j, 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
qubit[3] q;
cu3(4.63450968889738, 4.111173929571593, 4.419584319606432) q[1], q[0];
y q[2];
crx(0.11121188268887706) q[0], q[1];
x q[2];
iswap q[0], q[2];
"
3,"[0j, 0j, 0j, 0j, 0j, 1j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
qubit[3] q;
y q[0];
u1(5.623003537464106) q[1];
u1(5.7650871747571655) q[2];
p(3.5455572197556817) q[1];
x q[2];
id q[0];
xx_plus_yy(4.696261700029285, 1.2452762666978956) q[2], q[0];
"
3,"[(-0.29324687477870237+0j), 0j, -0.9458189555554114j, 0j, 0.04128213052960688j, 0j, (-0.1331486366566751+0j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
rzx(3.7428869443824624) q[2], q[1];
id q[0];
cy q[0], q[1];
u1(4.682605475222431) q[2];
cp(4.824288677602782) q[1], q[0];
rx(0.2797139428034269) q[2];
"
3,"[(-0.6247338470557167+0.6839640900014118j), 0j, 0j, 0j, 0j, 0j, (-0.2781357883427979-0.25404965493862697j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
qubit[3] q;
dcx q[2], q[1];
rz(1.6612524192258127) q[0];
csx q[0], q[1];
rxx(5.5107288975885) q[2], q[1];
"
3,"[(0.9967790510446397+0j), (0.019564992405189583+0.0777736103748074j), 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
ch q[2], q[1];
rx(0.16056598711825085) q[0];
crz(1.868723384395199) q[0], q[2];
u1(5.969581268334549) q[1];
crz(4.907361000250026) q[0], q[1];
"
3,"[0j, 0j, 0j, 0j, 0j, -0.9575875814281369j, (0.2881423674064804+0j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
qubit[3] q;
cu3(3.7949239762886777, 3.735408208208305, 2.915788987188657) q[0], q[1];
t q[2];
x q[2];
x q[1];
rxx(2.5570199312041386) q[0], q[1];
"
3,"[(0.5202023224548437+0j), (-0.7671103657354246-0.05644812194330084j), 0j, 0j, (0.1924985025276521-0.07857617033092151j), (-0.29239214697160354+0.0949830742448244j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
p(2.607009651756175) q[1];
cp(2.253688055118587) q[0], q[2];
rx(5.522712670071046) q[2];
x q[1];
u1(2.186816113042943) q[0];
x q[1];
p(4.32484133810376) q[2];
U(4.330882232417934, 0.0734530113235196, 4.7407432282289905) q[0];
"
3,"[0j, (0.25125323636841373+0j), (0.3930606269716657-0.17993097215054182j), -0.5j, 0j, (0.25125323636841373+0j), (0.3930606269716657-0.17993097215054182j), -0.5j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
qubit[3] q;
cu3(1.4024683246230796, 4.450257867824621, 3.9166232357923363) q[1], q[0];
h q[2];
ecr q[0], q[1];
xx_plus_yy(2.088601799147997, 1.1415005075785059) q[0], q[1];
"
3,"[(-0.973044303906562+0j), 0j, 0j, 0j, (0.03333588153570155+0j), (0.22819619111026318+0j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
cx q[0], q[2];
s q[1];
swap q[1], q[0];
ry(5.817759258905702) q[2];
u1(1.2544166512529862) q[1];
cry(2.85147618794013) q[2], q[0];
"
3,"[(-0.10991347262875749+0j), -0.30105787080010304j, (0.2603688155195354-0.19425307707816558j), (0.5320677837106195+0.7131617202907609j), (-0.0019715702957665464+0.001605011962861147j), (-0.005400218382518004+0.004396198869812138j), (0.0008594183889125294-3.636292574460865e-05j), (0.002353985040272181-9.959966452620199e-05j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
qubit[3] q;
rzx(3.841702690670631) q[1], q[0];
r(6.267533545094887, 1.5285104620961625) q[2];
csdg q[0], q[2];
r(3.794116624234715, 0.9298158697867093) q[1];
cx q[2], q[1];
"
3,"[(0.7604569009248033-0.6493884059912401j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
cry(1.4495219128333525) q[2], q[0];
id q[1];
rz(1.4135598296400471) q[2];
crz(1.7723779418140333) q[1], q[0];
cx q[2], q[0];
"
3,"[(-0.049434854524607205+0j), (-0.5184581736763092+0.8115641521818295j), 0j, 0j, (0.007142365562610492+0.011544292553430447j), (0.26442784002684905+0.003818054752238287j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
qubit[3] q;
cx q[1], q[0];
U(3.039017911386891, 5.28087752380553, 5.167204696050514) q[2];
cu3(1.0504030330671972, 0.8133950141910908, 5.0566811476442926) q[1], q[2];
U(5.747184824342494, 1.0167457088674285, 4.743776999004165) q[0];
sdg q[1];
swap q[0], q[2];
"
3,"[(0.37343650961333297-0.3707713981577221j), (0.2035251809577847+0.20498812360646532j), (0.5262344581975656+0.0018845183828803984j), (-0.0010344566673690624+0.28886252786230654j), (-0.20315458645642884-0.25695923323837716j), (0.14105099450353895-0.1115163525999921j), (0.038045630598862575-0.32534960202384167j), (0.17859208384320327+0.020884145569914334j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
u1(1.2189351129172188) q[0];
h q[1];
x q[2];
t q[1];
U(2.0280388140253005, 1.683624205336135, 5.5013682667921415) q[2];
rx(5.279152415324298) q[0];
id q[2];
"
3,"[(-0.03643772984181902+0.062159865628524276j), 0j, (0.049450419706787416-0.035421853329186626j), 0j, (-0.47534509192377544+0.593908241214988j), 0j, (0.5705706856624156-0.2947499423412745j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
U(1.937291526819638, 3.5943434497716167, 1.9901560306370487) q[1];
u1(5.4885936260596235) q[0];
r(2.752904532518287, 0.5123591474031045) q[2];
id q[0];
r(5.659329438219612, 4.593229797750125) q[1];
rzx(0.3704072657714242) q[0], q[2];
"
3,"[0j, 0j, -0.9996762305068873j, 0j, 0j, 0j, (-0.024246809954761916+0.007715333211110265j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
qubit[3] q;
x q[2];
cry(0.5871276101316795) q[0], q[1];
t q[0];
iswap q[1], q[2];
U(6.232290359238917, 1.2627270998227031, 3.2352871335441518) q[2];
id q[0];
"
3,"[(0.3947452150921899-0.005798579269159243j), (0.09429297085751003+0.20304443438211964j), (-0.22302360572215413-0.5326251899223035j), (0.22419742553006064-0.23865137117154522j), (-0.0009755490041294113+0.3735370217865989j), (-0.1936301815305169+0.08588085291761068j), (0.06984815233197274-0.35068900612256804j), (0.19772807568050121-0.04493705573294532j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
qubit[3] q;
u1(2.118818830795289) q[2];
U(1.0021886771831994, 3.6595644757825747, 0.11880227802780127) q[1];
z q[0];
U(2.0538240425619736, 1.2641141292877354, 0.8989556226242409) q[2];
id q[1];
U(1.0092510048919345, 1.1829481940588342, 5.042716161109892) q[0];
ry(0.057100837815361224) q[0];
xx_plus_yy(1.6032164760801728, 1.4452602824406258) q[1], q[2];
"
3,"[(0.35355339059327373+0.35355339059327373j), 0j, (0.35355339059327373-0.35355339059327373j), 0j, (0.2639374819133209-0.42466104794442283j), 0j, (-0.01645499782467591-0.4997291596921175j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
qubit[3] q;
t q[0];
crx(2.1975792199917437) q[1], q[2];
u2(4.483087393227441, 3.2408822626368736) q[2];
sx q[1];
cu1(0.9817838113819594) q[2], q[1];
"
3,"[0j, (0.12033672398328317+0.06666577029976378j), (-0.13634618416272798+0.24611510608799234j), (0.047026445470488086+0.026052348011280736j), 0j, (-0.10183577639687064+0.39764689681009135j), (-0.8132754902615761-0.20827659322810393j), (-0.03979645138368172+0.15539661950533323j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
ry(4.021170962621897) q[1];
y q[0];
u2(4.9659603795347005, 1.3944433608119953) q[2];
rx(4.065952552461056) q[2];
crx(3.5567756575524103) q[1], q[0];
ch q[0], q[1];
ry(2.6393206902033417) q[2];
"
3,"[(-0.008996280268963264-0.4387882086544558j), (0.11882895457319238+0.12972715414109498j), (-0.4387882086544558+0.008996280268963264j), (0.12972715414109498-0.11882895457319238j), (-0.49928186615599923-0.05149737723258016j), (-0.08325618929041345-0.1325464640472086j), (0.06948993777050669+0.37829455115291233j), (-0.10511144509917615-0.3427104975726034j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
id q[2];
rxx(2.479201374369827) q[1], q[0];
csx q[1], q[2];
p(0.022432490818657686) q[0];
U(3.90406796107583, 2.4205121437889043, 4.669456804601741) q[0];
y q[2];
sxdg q[1];
"
3,"[(0.46010261615187203+0j), (-0.4609586081558211+0j), (0.46010261615187203+0j), (-0.4609586081558211+0j), 0.1948892973053991j, 0.19452739131818675j, -0.1948892973053991j, -0.19452739131818675j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
qubit[3] q;
id q[2];
cz q[1], q[0];
rxx(5.4831885328404315) q[0], q[2];
h q[1];
cz q[1], q[2];
ry(4.7105302727658716) q[0];
"
3,"[0j, (0.44805461768439886+0.0061093014394668j), 0j, (0.6002134858799589+0.662535664983733j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
t q[2];
x q[0];
p(3.1767591112470748) q[1];
u1(0.4395496700181635) q[1];
xx_minus_yy(1.296645957860525, 6.218389509381254) q[0], q[2];
p(3.1552269799221038) q[0];
u3(4.070862071306061, 3.9626708381099975, 0.3551962213418224) q[1];
"
3,"[(0.2597474911768474+0.2597474911768474j), 0j, (0.2597474911768474-0.2597474911768474j), 0j, (0.45424245061401763-0.3984046657794546j), 0j, (-0.3984046657794546-0.45424245061401763j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
iswap q[1], q[0];
u3(2.0490730204400056, 4.7777831700319, 3.0891321200215462) q[2];
ch q[0], q[2];
sx q[1];
csx q[0], q[2];
id q[1];
"
3,"[(0.35355339059327373+0.35355339059327373j), 0j, (-0.4239238151343447-0.265119970884771j), 0j, (0.35355339059327373+0.35355339059327373j), 0j, (0.4239238151343447-0.265119970884771j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
qubit[3] q;
iswap q[0], q[2];
sx q[1];
tdg q[1];
h q[2];
crz(2.023825570875585) q[1], q[2];
"
3,"[0j, 0j, -0.2590952851750564j, 0.17218645383582465j, (0.22480046995718572+0.04100163664051647j), (0.3382655288701085+0.061696669519355624j), (0.4661101782973975+0.08501441375383276j), (0.7013731154723054+0.12792431277167457j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
xx_minus_yy(2.508907945681876, 0.180408164855519) q[2], q[0];
y q[1];
cry(1.243058791057254) q[1], q[0];
ry(3.867029872212712) q[0];
cry(5.384425648313409) q[2], q[1];
"
3,"[0j, 0j, 0j, (0.10479669443318676-0.21595165939480085j), 0j, 0j, 0j, (0.8904305877317082-0.3866728618254375j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
z q[2];
y q[0];
p(3.593393843857387) q[0];
ch q[2], q[1];
U(2.656785989263032, 0.709312623613599, 4.439136930245997) q[2];
cx q[0], q[1];
"
3,"[(-0.10153955442527736+0j), (-0.10153955442527736+0j), (0.20959955263486102-0.20527244578726395j), (-0.19599075512434638+0.2011903948997999j), (-0.63492440964571+0j), (0.63492440964571+0j), (0.019133313383785485-0.011219615764434952j), (-0.038946087195043305-0.0784472059490327j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
u3(0.8582573273494527, 2.674564727440002, 1.7540039381650443) q[2];
rxx(3.4587546727700267) q[1], q[0];
cu(0.3070046298944308, 1.4968449228879834, 5.788129796171118, 4.961951180853791) q[2], q[1];
h q[0];
sxdg q[0];
dcx q[1], q[2];
"
3,"[(-0.6082932311958273+0j), 0j, -0.6082932311958273j, 0j, (-0.25493072086484553-0.25493072086484553j), 0j, (0.25493072086484553-0.25493072086484553j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
p(5.492467419654153) q[2];
sx q[1];
sx q[0];
rx(5.213137874450583) q[2];
sxdg q[0];
h q[1];
u1(4.56770541969597) q[0];
tdg q[2];
y q[1];
"
3,"[(-0.2272866416912281-0.1278938827687331j), 0j, (-0.1458268840953999+0.10530706796566097j), 0j, (0.0017624004078068464+0.7807858669703829j), 0j, (0.4893644607239242+0.22477016491308624j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
ry(6.0972911386665425) q[1];
x q[0];
U(1.0092624789384257, 2.3756029121807187, 5.761447672313819) q[2];
U(1.5511013597917394, 4.004265539422918, 1.1463791075549654) q[2];
x q[0];
sxdg q[1];
r(3.1278842177464123, 3.8362506894779465) q[2];
tdg q[0];
U(3.5053898727543755, 2.0622448372774107, 4.581288001710103) q[1];
"
3,"[(-0.4424718998829152-0.02668035155121125j), (0.4979105352186585-0.05351180024839195j), (0.16525405238987356-0.014852679151576625j), (-0.022169650371288353-0.010607700474291175j), (0.06257719472308647+0.6962471153955095j), (0.044692282878367615-0.09340500215946515j), (-0.00633257375941804+0.1050205780497367j), (-0.012701010382931123-0.11817892218591566j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate ryy(p0) _gate_q_0, _gate_q_1 {
  rx(pi/2) _gate_q_0;
  rx(pi/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rx(-pi/2) _gate_q_0;
  rx(-pi/2) _gate_q_1;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
ryy(0.7322762338611761) q[1], q[0];
s q[2];
ry(5.358150262932499) q[0];
U(1.6449075817016705, 4.658197090007554, 4.475949175424935) q[1];
rx(0.46607506496758394) q[2];
dcx q[1], q[2];
"
3,"[(0.44410027794845375-0.12518549322142858j), 0j, (0.6968607487945127+0.3903824879195805j), 0j, (0.18722317519397494-0.047430265614146414j), 0j, (0.28723846747955967+0.17112001841495647j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
u2(5.760045145677736, 4.860620150783706) q[1];
cu1(1.169961365100048) q[2], q[0];
rz(0.02637264557004768) q[0];
sx q[1];
t q[1];
r(0.7928475345641076, 1.597437300872302) q[2];
"
3,"[(0.15157943567302057+0.6341538764500138j), 0j, (-0.0991062827329779+0.09047525155847663j), 0j, (-0.7004636142229766-0.20877248447578603j), 0j, (-0.03218412383000711-0.14694783527339872j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
s q[0];
ry(3.90349189451166) q[2];
u3(5.8772295189618, 4.9925083952010665, 4.15419627563594) q[1];
tdg q[1];
u2(4.4816495194585295, 1.7363052961204626) q[2];
t q[0];
u1(0.4852864576166726) q[0];
id q[1];
"
3,"[(0.9805184688286188+0j), 0j, 0j, 0j, -0.1964269133443296j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
qubit[3] q;
z q[2];
iswap q[0], q[1];
rzx(0.3954250054559458) q[0], q[2];
cu1(1.1004789190512898) q[1], q[0];
"
